name;id;description;vendorId;link;preDefined
HP 6400cl Switch;360;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/360', '@rel': 'self', '@op': 'GET'};true
HP 6600ml Switch;361;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/361', '@rel': 'self', '@op': 'GET'};true
HP 8200zl Switch;362;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/362', '@rel': 'self', '@op': 'GET'};true
HP 9400sl Switch;363;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/363', '@rel': 'self', '@op': 'GET'};true
HP Access Controller 700;364;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/364', '@rel': 'self', '@op': 'GET'};true
HP Switch AP;365;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/365', '@rel': 'self', '@op': 'GET'};true
HP Proliant Switch;366;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/366', '@rel': 'self', '@op': 'GET'};true
HP Server;367;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/367', '@rel': 'self', '@op': 'GET'};true
HP Switch 8100fl;368;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/368', '@rel': 'self', '@op': 'GET'};true
HP Access Controller 800;369;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/369', '@rel': 'self', '@op': 'GET'};true
HP Switch 1700;370;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/370', '@rel': 'self', '@op': 'GET'};true
HP AC Module;371;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/371', '@rel': 'self', '@op': 'GET'};true
HP Wireless Edge Services xl Module;372;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/372', '@rel': 'self', '@op': 'GET'};true
HP Redundant Wireless Services xl Module;373;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/373', '@rel': 'self', '@op': 'GET'};true
HP Wireless Service zl Module;374;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/374', '@rel': 'self', '@op': 'GET'};true
HP TMS;375;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/375', '@rel': 'self', '@op': 'GET'};true
HP MultiService Controllers;376;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/376', '@rel': 'self', '@op': 'GET'};true
Fortinet FortiGate;377;HP Product Series;38;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/377', '@rel': 'self', '@op': 'GET'};true
Fortinet FortiWiFi;378;HP Product Series;38;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/378', '@rel': 'self', '@op': 'GET'};true
HP Routers;379;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/379', '@rel': 'self', '@op': 'GET'};true
HP MSA;380;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/380', '@rel': 'self', '@op': 'GET'};true
HP 1905;381;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/381', '@rel': 'self', '@op': 'GET'};true
HP WA2600;382;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/382', '@rel': 'self', '@op': 'GET'};true
HP 12500;383;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/383', '@rel': 'self', '@op': 'GET'};true
HP 9500;384;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/384', '@rel': 'self', '@op': 'GET'};true
H3C WX6000;385;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/385', '@rel': 'self', '@op': 'GET'};true
HP VC;386;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/386', '@rel': 'self', '@op': 'GET'};true
H3C S3600V2 EI;387;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/387', '@rel': 'self', '@op': 'GET'};true
H3C S3600V2 SI;388;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/388', '@rel': 'self', '@op': 'GET'};true
H3C CR16000;389;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/389', '@rel': 'self', '@op': 'GET'};true
HP 6600;390;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/390', '@rel': 'self', '@op': 'GET'};true
DPtech FW;391;DPtech Product Series;39;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/391', '@rel': 'self', '@op': 'GET'};true
3Com Baseline S3500;392;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/392', '@rel': 'self', '@op': 'GET'};true
H3C S3100SI V5;393;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/393', '@rel': 'self', '@op': 'GET'};true
H3C E126B;394;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/394', '@rel': 'self', '@op': 'GET'};true
H3C S3100EI V5;395;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/395', '@rel': 'self', '@op': 'GET'};true
H3C S2000EB V5;396;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/396', '@rel': 'self', '@op': 'GET'};true
H3C S10500;397;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/397', '@rel': 'self', '@op': 'GET'};true
H3C S5120-EI-D;398;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/398', '@rel': 'self', '@op': 'GET'};true
HP 8800;399;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/399', '@rel': 'self', '@op': 'GET'};true
HP WX6000;400;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/400', '@rel': 'self', '@op': 'GET'};true
HP WX5000;401;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/401', '@rel': 'self', '@op': 'GET'};true
HP WX3000;402;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/402', '@rel': 'self', '@op': 'GET'};true
HP 3100;403;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/403', '@rel': 'self', '@op': 'GET'};true
HP 5120SI;404;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/404', '@rel': 'self', '@op': 'GET'};true
HP TAA A5800;405;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/405', '@rel': 'self', '@op': 'GET'};true
H3C CE3000;406;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/406', '@rel': 'self', '@op': 'GET'};true
HP 5500-EI;407;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/407', '@rel': 'self', '@op': 'GET'};true
HP 5500-SI;408;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/408', '@rel': 'self', '@op': 'GET'};true
HP 5120-EI;409;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/409', '@rel': 'self', '@op': 'GET'};true
HP TAA A5120-EI;410;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/410', '@rel': 'self', '@op': 'GET'};true
HP TAA A5500-EI;411;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/411', '@rel': 'self', '@op': 'GET'};true
H3C S2000EA PWR;412;HP Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/412', '@rel': 'self', '@op': 'GET'};true
HP MSR 20;413;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/413', '@rel': 'self', '@op': 'GET'};true
HP MSR 20-1X;414;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/414', '@rel': 'self', '@op': 'GET'};true
HP MSR 30;415;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/415', '@rel': 'self', '@op': 'GET'};true
HP MSR 30-1X;416;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/416', '@rel': 'self', '@op': 'GET'};true
HP MSR 30-16;417;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/417', '@rel': 'self', '@op': 'GET'};true
HP MSR 50;418;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/418', '@rel': 'self', '@op': 'GET'};true
HP MSR 9XX;419;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/419', '@rel': 'self', '@op': 'GET'};true
HP secblade;420;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/420', '@rel': 'self', '@op': 'GET'};true
H3C S5024;421;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/421', '@rel': 'self', '@op': 'GET'};true
HP 5830;422;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/422', '@rel': 'self', '@op': 'GET'};true
HP SECPATH FIREWALL;423;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/423', '@rel': 'self', '@op': 'GET'};true
HP 7500;424;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/424', '@rel': 'self', '@op': 'GET'};true
HP SECPATH UTM;425;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/425', '@rel': 'self', '@op': 'GET'};true
H3C IMOS;426;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/426', '@rel': 'self', '@op': 'GET'};true
H3C S3500V2;427;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/427', '@rel': 'self', '@op': 'GET'};true
H3C WP3000;428;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/428', '@rel': 'self', '@op': 'GET'};true
H3C S3600V2;429;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/429', '@rel': 'self', '@op': 'GET'};true
H3C E152B;430;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/430', '@rel': 'self', '@op': 'GET'};true
H3C S3100V2-52TP;431;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/431', '@rel': 'self', '@op': 'GET'};true
H3C WP5024;432;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/432', '@rel': 'self', '@op': 'GET'};true
HP 1910;433;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/433', '@rel': 'self', '@op': 'GET'};true
H3C WP5048;434;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/434', '@rel': 'self', '@op': 'GET'};true
H3C WP2000;435;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/435', '@rel': 'self', '@op': 'GET'};true
H3C S7600X;436;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/436', '@rel': 'self', '@op': 'GET'};true
HP 10500;437;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/437', '@rel': 'self', '@op': 'GET'};true
HP 3600V2;438;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/438', '@rel': 'self', '@op': 'GET'};true
HP 3100V2;439;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/439', '@rel': 'self', '@op': 'GET'};true
H3C OAP;440;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/440', '@rel': 'self', '@op': 'GET'};true
H3C WA3600;441;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/441', '@rel': 'self', '@op': 'GET'};true
H3C S5120-HI;442;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/442', '@rel': 'self', '@op': 'GET'};true
HP 5120-HI;443;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/443', '@rel': 'self', '@op': 'GET'};true
HP 5500-HI;444;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/444', '@rel': 'self', '@op': 'GET'};true
HP WA3600;445;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/445', '@rel': 'self', '@op': 'GET'};true
HP 3800;446;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/446', '@rel': 'self', '@op': 'GET'};true
HP OAP;447;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/447', '@rel': 'self', '@op': 'GET'};true
H3C WA2110-GN;448;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/448', '@rel': 'self', '@op': 'GET'};true
H3C WA2600A;449;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/449', '@rel': 'self', '@op': 'GET'};true
HP 6125;450;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/450', '@rel': 'self', '@op': 'GET'};true
HP 6600-A;451;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/451', '@rel': 'self', '@op': 'GET'};true
HP RF Manager;452;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/452', '@rel': 'self', '@op': 'GET'};true
HP ClientBridge;453;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/453', '@rel': 'self', '@op': 'GET'};true
H3C S5820V2;454;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/454', '@rel': 'self', '@op': 'GET'};true
HP 5920;455;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/455', '@rel': 'self', '@op': 'GET'};true
H3C S5830V2;456;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/456', '@rel': 'self', '@op': 'GET'};true
HP 5900;457;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/457', '@rel': 'self', '@op': 'GET'};true
HP 2530;458;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/458', '@rel': 'self', '@op': 'GET'};true
HP 1810;459;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/459', '@rel': 'self', '@op': 'GET'};true
H3C WP5000;460;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/460', '@rel': 'self', '@op': 'GET'};true
H3C S5120 WiNet;461;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/461', '@rel': 'self', '@op': 'GET'};true
H3C S3100V2 WiNet;462;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/462', '@rel': 'self', '@op': 'GET'};true
H3C S5500 WiNet;463;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/463', '@rel': 'self', '@op': 'GET'};true
H3C SecPath LB;464;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/464', '@rel': 'self', '@op': 'GET'};true
H3C MSR 93X;465;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/465', '@rel': 'self', '@op': 'GET'};true
HP MSR 93X;466;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/466', '@rel': 'self', '@op': 'GET'};true
H3C S5500-HI-D;467;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/467', '@rel': 'self', '@op': 'GET'};true
HP 2920 Switch;468;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/468', '@rel': 'self', '@op': 'GET'};true
H3C MSR 26;469;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/469', '@rel': 'self', '@op': 'GET'};true
H3C MSR 36;470;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/470', '@rel': 'self', '@op': 'GET'};true
H3C MSR 56;471;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/471', '@rel': 'self', '@op': 'GET'};true
HP MSR 2000;472;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/472', '@rel': 'self', '@op': 'GET'};true
HP MSR 3000;473;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/473', '@rel': 'self', '@op': 'GET'};true
HP MSR 4000;474;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/474', '@rel': 'self', '@op': 'GET'};true
H3C S12500-X;475;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/475', '@rel': 'self', '@op': 'GET'};true
HP Blade Onboard Administrator;476;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/476', '@rel': 'self', '@op': 'GET'};true
HP HSR6600;477;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/477', '@rel': 'self', '@op': 'GET'};true
HP HSR6800;478;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/478', '@rel': 'self', '@op': 'GET'};true
H3C S5120S-EI;479;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/479', '@rel': 'self', '@op': 'GET'};true
HP 11900;482;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/482', '@rel': 'self', '@op': 'GET'};true
HP 10500/7500WCM-MODULE;483;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/483', '@rel': 'self', '@op': 'GET'};true
HP 830;484;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/484', '@rel': 'self', '@op': 'GET'};true
HP 830-LSW;485;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/485', '@rel': 'self', '@op': 'GET'};true
HP 6125 Blade;486;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/486', '@rel': 'self', '@op': 'GET'};true
H3C MSR2600;487;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/487', '@rel': 'self', '@op': 'GET'};true
H3C VSR1000;488;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/488', '@rel': 'self', '@op': 'GET'};true
HP VSR1000;489;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/489', '@rel': 'self', '@op': 'GET'};true
H3C S6800;490;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/490', '@rel': 'self', '@op': 'GET'};true
H3C S12500-F;491;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/491', '@rel': 'self', '@op': 'GET'};true
HP 12900;492;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/492', '@rel': 'self', '@op': 'GET'};true
H3C S2600;493;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/493', '@rel': 'self', '@op': 'GET'};true
H3C S5000PV2-EI;494;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/494', '@rel': 'self', '@op': 'GET'};true
H3C WX5500E;495;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/495', '@rel': 'self', '@op': 'GET'};true
H3C S9800;496;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/496', '@rel': 'self', '@op': 'GET'};true
3Com;500;3Com;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/500', '@rel': 'self', '@op': 'GET'};true
3Com AccessBuilder Switches;501;3Com AccessBuilder Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/501', '@rel': 'self', '@op': 'GET'};true
3Com ATM Expansion Modules;502;3Com ATM Expansion Modules;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/502', '@rel': 'self', '@op': 'GET'};true
3Com CoreBuilder 2000 Series Switches;503;3Com CoreBuilder 2000 Series Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/503', '@rel': 'self', '@op': 'GET'};true
3Com CoreBuilder 3000 Series Switches;504;3Com CoreBuilder 3000 Series Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/504', '@rel': 'self', '@op': 'GET'};true
3Com CoreBuilder 3500 Series Switches;505;3Com CoreBuilder 3500 Series Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/505', '@rel': 'self', '@op': 'GET'};true
3Com CoreBuilder 5000 Series Switches;506;3Com CoreBuilder 5000 Series Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/506', '@rel': 'self', '@op': 'GET'};true
3Com CoreBuilder 6000 Series Switches;507;3Com CoreBuilder 6000 Series Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/507', '@rel': 'self', '@op': 'GET'};true
3Com CoreBuilder 7000 Series Switches;508;3Com CoreBuilder 7000 Series Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/508', '@rel': 'self', '@op': 'GET'};true
3Com CoreBuilder 9400 Series Switches;509;3Com CoreBuilder 9400 Series Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/509', '@rel': 'self', '@op': 'GET'};true
3Com DSL;510;3Com DSL;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/510', '@rel': 'self', '@op': 'GET'};true
3Com IntelliJack Switches;511;3Com IntelliJack Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/511', '@rel': 'self', '@op': 'GET'};true
3Com LinkBuilder;512;3Com LinkBuilder;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/512', '@rel': 'self', '@op': 'GET'};true
3Com LinkSwitch Switches;513;3Com LinkSwitch Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/513', '@rel': 'self', '@op': 'GET'};true
3Com NetBuilder I;514;3Com NetBuilder I;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/514', '@rel': 'self', '@op': 'GET'};true
3Com NetBuilder II;515;3Com NetBuilder II;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/515', '@rel': 'self', '@op': 'GET'};true
3Com Office Connect Routers;516;3Com Office Connect Routers;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/516', '@rel': 'self', '@op': 'GET'};true
3Com Office Connect Switches;517;3Com Office Connect Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/517', '@rel': 'self', '@op': 'GET'};true
3Com OfficeConnect;518;3Com OfficeConnect;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/518', '@rel': 'self', '@op': 'GET'};true
3Com OfficeStack;519;3Com OfficeStack;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/519', '@rel': 'self', '@op': 'GET'};true
3Com PathBuilder Switches;520;3Com PathBuilder Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/520', '@rel': 'self', '@op': 'GET'};true
3Com Router Cards;521;3Com Router Cards;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/521', '@rel': 'self', '@op': 'GET'};true
3Com Spectre;522;3Com Spectre;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/522', '@rel': 'self', '@op': 'GET'};true
3Com SuperStack 2 Series Hubs;523;3Com SuperStack 2 Series Hubs;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/523', '@rel': 'self', '@op': 'GET'};true
3Com SuperStack 2 Series Routers;524;3Com SuperStack 2 Series Routers;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/524', '@rel': 'self', '@op': 'GET'};true
3Com SuperStack 2 Series Switches;525;3Com SuperStack 2 Series Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/525', '@rel': 'self', '@op': 'GET'};true
3Com SuperStack 3 Series Switches;526;3Com SuperStack 3 Series Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/526', '@rel': 'self', '@op': 'GET'};true
3Com SuperStack Series Switches;527;3Com SuperStack Series Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/527', '@rel': 'self', '@op': 'GET'};true
3Com Switches;528;3Com Switches;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/528', '@rel': 'self', '@op': 'GET'};true
3Com Terminal Servers;529;3Com Terminal Servers;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/529', '@rel': 'self', '@op': 'GET'};true
Acgate;530;Acgate;50;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/530', '@rel': 'self', '@op': 'GET'};true
Adtran;531;Adtran;51;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/531', '@rel': 'self', '@op': 'GET'};true
Adtran Atlas Series Routers;532;Adtran Atlas Series Routers;51;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/532', '@rel': 'self', '@op': 'GET'};true
Adtran Multiplexers;533;Adtran Multiplexers;51;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/533', '@rel': 'self', '@op': 'GET'};true
Adtran NetVanta Series;534;Adtran NetVanta Series;51;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/534', '@rel': 'self', '@op': 'GET'};true
Adtran Switches;535;Adtran Switches;51;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/535', '@rel': 'self', '@op': 'GET'};true
Adtran Total Access Series Routers;536;Adtran Total Access Series Routers;51;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/536', '@rel': 'self', '@op': 'GET'};true
AlaxalA;537;AlaxalA;52;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/537', '@rel': 'self', '@op': 'GET'};true
AlaxalA AX1200S Series;538;AlaxalA AX1200S Series;52;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/538', '@rel': 'self', '@op': 'GET'};true
AlaxalA AX2000R Series;539;AlaxalA AX2000R Series;52;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/539', '@rel': 'self', '@op': 'GET'};true
AlaxalA AX2400S Series;540;AlaxalA AX2400S Series;52;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/540', '@rel': 'self', '@op': 'GET'};true
AlaxalA AX3600S Series;541;AlaxalA AX3600S Series;52;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/541', '@rel': 'self', '@op': 'GET'};true
AlaxalA AX5400S Series;542;AlaxalA AX5400S Series;52;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/542', '@rel': 'self', '@op': 'GET'};true
AlaxalA AX6300S Series;543;AlaxalA AX6300S Series;52;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/543', '@rel': 'self', '@op': 'GET'};true
